CIF,Núm. inscripció,Nom societat,Data constitució,CCAE,Descripció CCAE,Sector,Adreça,CP,Municipi,Comarca,Província,Capital social inicial,Valor nom. Acc. Part.,Núm. total acc/part,Socis,Sòcies (dones),Socis no treballadors,Sòcies no treballadores (dones),Persones jurídiques privades,Persones jurídiques públiques
B62506639,3732,"L'ESPAI-COMPLEMENTS PER LA LLAR, SLL",02/07/2001,[ 51475 ],Comerç a l'engròs d'altres articles d'ús domèstic,SERVEIS,PL. CATALUNYA núm. 9,[ 08140 ],Caldes De Montbui,Vallès Oriental,BARCELONA,3006,1,3006,1,1,1,0,0,0
B62552963,3735,"RESTAURANT EL GOT, SLL",02/07/2001,[ 5610 ],Restaurants i establiments de menjars,SERVEIS,C. BARCELONA núm. 28-30 Pis BAIXOS,[ 08519 ],"Masies De Voltregà, Les",Osona,BARCELONA,6000,100,6000,1,1,1,0,0,0
B62546940,3738,"ELMU 21, SLL",03/07/2001,[ 74141 ],Activitats d'assessorament en direcció i gestió empresarial,SERVEIS,C. CÒRSEGA núm. 505 Pis PRAL.,[ 08025 ],Barcelona,Barcelonès,BARCELONA,3006,1,3006,2,0,1,0,0,0
B62574850,3742,"SUCCESSORS DE TALLERS PRATS, SLL",04/07/2001,[ 2512 ],Fabricació de tancaments metàl·lics,INDÚSTRIA,C. FRANÇA núm. 38,[ 08700 ],Igualada,Anoia,BARCELONA,3010,1,3010,2,1,0,1,0,0
B25477571,3745,"BINARI. SOLUCIONS I TECNOLOGIA INFORMATICA, SLL",05/07/2001,[ 52488 ],Altres tipus de comerç al detall,SERVEIS,AV. DEL CANAL núm. 7 Pis BAIXOS,[ 25230 ],Mollerussa,Pla d'Urgell,LLEIDA,10000,100,186,2,1,0,1,0,0
B62608567,3750,"AGENCIA DE LA MICROEMPRESA, SLL",06/07/2001,[ 74141 ],Activitats d'assessorament en direcció i gestió empresarial,SERVEIS,C. VALLESPIR núm. 193-195 Pis BAIXOS,[ 08014 ],Barcelona,Barcelonès,BARCELONA,26730,1,26730,2,3,0,0,1,0
B62588850,3752,"RUIDELPRAT, SLL",09/07/2001,[ 4322 ],"Lampisteria, instal·lacions de calefacció i aire condicionat",CONSTRUCCIÓ,C. PRAT DE LA RIBA núm. 108 Pis BAIXOS,[ 08301 ],Mataró,Maresme,BARCELONA,3006,1,3006,3,0,0,0,0,0
B62585138,3753,"EXCAVACIONES JIMENEZ-CARRERA, SLL",09/07/2001,[ 451 ],Preparació d'obres,CONSTRUCCIÓ,PL. POMPEU FABRA núm. 31,[ 08760 ],Martorell,Baix Llobregat,BARCELONA,3006,1,3006,2,0,0,1,0,0
B25488891,3756,"PIKIN SCORT, SLL",12/07/2001,[ 522 ],"Comerç al detall d'aliments, begudes i tabac en establiments especialitzats",SERVEIS,C. SANT MARTÍ núm. 12,[ 25004 ],Lleida,Segrià,LLEIDA,3006,1,3006,3,0,0,0,0,0
B62598081,3761,"NEROTRONIC, SLL",13/07/2001,[ 4651 ],"Comerç a l'engròs d'ordinadors, equips perifèrics i programes informàtics",SERVEIS,C. CONSELL DE CENT núm. 254 Pis 3R Porta 2A,[ 08011 ],Barcelona,Barcelonès,BARCELONA,3100,1,500,0,2,1,1,0,0
B43630722,3763,"AUTO-RADIO CAMBRILS, SLL",16/07/2001,[ 5274 ],Altres reparacions,SERVEIS,C. BALEARS núm. 42,[ 43850 ],Cambrils,Baix Camp,TARRAGONA,3150,1,3150,1,1,0,1,0,0
B43636042,3764,"CAU BANDOLER, SLL",16/07/2001,[ 5520 ],Allotjaments turístics i altres allotjaments de curta durada,SERVEIS,C. CAMÍ DE LES PLANES núm. 1,[ 43736 ],"Figuera, La",Priorat,TARRAGONA,3009,17,177,2,1,0,0,0,0
B62592852,3766,"PANORAMICA CLUB VIDEO CENTER, SLL",16/07/2001,[ 71404 ],Lloguer d'altres efectes personals,SERVEIS,C. TAQUÍGRAFO MARTÍ núm. 18 Pis TENDA,[ 08029 ],Barcelona,Barcelonès,BARCELONA,3006,1,3006,1,1,1,0,0,0
B62489448,3768,"AGUIRRE HNOS. CRISTALERIA, SLL",17/07/2001,[ 4334 ],Pintura i vidrieria,CONSTRUCCIÓ,C. ESCIPIO núm. 75 Pis BAIXOS,[ 08208 ],Sabadell,Vallès Occidental,BARCELONA,3606,1,3606,2,0,1,0,0,0
B62594635,3769,"BAR MARIO, SLL",17/07/2001,[ 5630 ],Establiments de begudes,SERVEIS,C. JOSEP RODEREDA núm. 35 Pis BAIXOS,[ 08950 ],Esplugues De Llobregat,Baix Llobregat,BARCELONA,3006,1,3006,2,1,1,0,0,0
B62566294,3780,"OLARDAJU, SLL",19/07/2001,[ 4762 ],Comerç al detall de periòdics i articles de papereria en establiments especialitzats,SERVEIS,C. LA PLANA núm. 10 Pis 2N Porta 2A,[ 08830 ],Sant Boi De Llobregat,Baix Llobregat,BARCELONA,3006,1,3006,1,1,0,1,0,0
B62500962,3783,"SERVICIOS HOSTELERIA MASESA, SLL",19/07/2001,[ 553 ],Restaurants,SERVEIS,AV. MATADEPERA núm. 145 Pis BAIXOS,[ 08207 ],Sabadell,Vallès Occidental,BARCELONA,3300,1,3300,1,1,0,1,0,0
B43630573,3785,"CELLERS SANT RAFEL, SLL",20/07/2001,[ 0150 ],Producció agrícola combinada amb la producció ramadera,AGRICULTURA,"CTRA. DE LA TORRE Km. 1,7",[ 43774 ],Pradell De La Teixeta,Priorat,TARRAGONA,3612,1,3612,0,2,1,0,0,0
B62600424,3786,"CABA MULTISERVICIOS, SLL",23/07/2001,[ 4762 ],Comerç al detall de periòdics i articles de papereria en establiments especialitzats,SERVEIS,C. SANT ISIDRE núm. 22,[ 08940 ],Cornellà De Llobregat,Baix Llobregat,BARCELONA,3006,1,3006,2,0,0,2,0,0
B62605001,3787,"AGENCIA VISUAL AMORES, SLL",23/07/2001,[ 6209 ],Altres serveis relacionats amb les tecnologies de la informació,SERVEIS,C. BURGOS núm. 35 Pis 1R Porta 1A,[ 08100 ],Mollet Del Vallès,Vallès Oriental,BARCELONA,3006,1,3006,1,1,0,1,0,0
B62605985,3794,"DALTABAIX, SLL",25/07/2001,[ 4121 ],Construcció d'edificis residencials,CONSTRUCCIÓ,AV. MERIDIANA núm. 490 Esc. DRETA Pis 2N Porta 2A,[ 08030 ],Barcelona,Barcelonès,BARCELONA,3006,1,3006,3,0,0,0,0,0
B62609433,3797,"FACTORIA DISEÑO Y ESTRATEGIA, SLL",25/07/2001,[ 7440 ],Publicitat,SERVEIS,C. BAILÉN núm. 46 Pis 2N Porta 1A,[ 08010 ],Barcelona,Barcelonès,BARCELONA,3006,1,3006,1,1,1,0,0,0
B43631977,3798,"CONSTRUCCIONES SEBA-AGUILAR-SEBA-SAS, SLL",26/07/2001,[ 4121 ],Construcció d'edificis residencials,CONSTRUCCIÓ,AV. PRESIDENT MACIÀ núm. 4 Pis 1R Porta 2A,[ 43204 ],Reus,Baix Camp,TARRAGONA,16227,3,5409,3,0,0,0,0,0
B62610712,3800,"ALICIA EN EL TERCER ENTORNO, SLL",26/07/2001,[ 5915 ],Activitats de producció cinematogràfica i de vídeo,SERVEIS,C. BAIXADA DE VILADECOLS núm. 2 BIS,[ 08002 ],Barcelona,Barcelonès,BARCELONA,3021,1,3021,1,1,0,1,0,0
B62612189,3804,"VISUAL PROMOCOM, SLL",27/07/2001,[ 7440 ],Publicitat,SERVEIS,PTGE. MERCÈ RODOREDA núm. 11-13 Pis LOCAL Porta 5,[ 08860 ],Castelldefels,Baix Llobregat,BARCELONA,9015,6,1803,1,1,1,0,0,0
B25468927,3807,"PERFUMERIA ARAN, SLL",30/07/2001,[ 4775 ],Comerç al detall de productes cosmètics i higiènics en establiments especialitzats,SERVEIS,PL. COTO MARÇÓ núm. 3 Pis LOCAL Porta C,[ 25530 ],Vielha E Mijaran,Val d'Aran,LLEIDA,3010,1,3010,1,1,0,2,0,0
B17676958,3808,"ALTERNATIVA SOLAR, SLL",31/07/2001,[ 4690 ],Comerç a l'engròs no especialitzat,SERVEIS,pi. CTRA. ESTACIÓ DE BLANES núm. 26 Bloc SAGEFRA,[ 17300 ],Blanes,Selva,GIRONA,3006,1,141360,4,0,1,0,0,0
B62600465,3810,"CASA PACO EL CHATO, SLL",14/08/2001,[ 5630 ],Establiments de begudes,SERVEIS,C. ESQUADRES núm. 18 BIS,[ 08901 ],"Hospitalet De Llobregat, L'",Barcelonès,BARCELONA,3030,1,3030,2,0,0,1,0,0
B43644210,3812,"POETAS MUERTOS, SLL",16/08/2001,[ 5610 ],Restaurants i establiments de menjars,SERVEIS,C. ELADI HOMS núm. 5 Pis BAIXOS Porta 4,[ 43850 ],Cambrils,Baix Camp,TARRAGONA,3012,1,3012,2,0,0,1,0,0
B62651526,3815,"AVEDIS, DISTRIBUIDORA D'EQUIPAMENT AUDIOVISUAL, SLL",17/08/2001,[ 4754 ],Comerç al detall d'electrodomèstics en establiments especialitzats,SERVEIS,C. MAJOR núm. 40,[ 08221 ],Terrassa,Vallès Occidental,BARCELONA,3168,1,3168,1,1,0,1,0,0
B17676800,3816,"REINSTAL 4, SLL",17/08/2001,[ 4674 ],"Comerç a l'engròs de ferreteria, lampisteria i calefacció",SERVEIS,C. COSTA BRAVA núm. 200,[ 17411 ],Vidreres,Selva,GIRONA,3050,5,610,4,0,0,0,0,0
B62583984,3819,"MANIA E-DESIGN, SLL",20/08/2001,[ 6209 ],Altres serveis relacionats amb les tecnologies de la informació,SERVEIS,C. LLACUNA núm. 162,[ 08018 ],Barcelona,Barcelonès,BARCELONA,3006,2,1503,3,0,0,0,0,0
B62534060,3821,"EXCABERT 2001, SLL",20/08/2001,[ 4312 ],Moviments de terres,CONSTRUCCIÓ,C. RAFAMANS núm. 58 Pis 1R Porta 1A,[ 08757 ],Corbera De Llobregat,Baix Llobregat,BARCELONA,3012,1,3012,2,0,0,1,0,0
B62554647,3826,"MAVI PINTURA Y REVESTIMIENTOS, SLL",21/08/2001,[ 4334 ],Pintura i vidrieria,CONSTRUCCIÓ,C. MIRALTA núm. 11 Pis BAIXOS Porta 2A,[ 08906 ],"Hospitalet De Llobregat, L'",Barcelonès,BARCELONA,3600,10,360,3,0,0,0,0,0
B62609086,3836,"RECUBRIMENTS GRANOLLERS, SLL",24/08/2001,[ 2512 ],Fabricació de tancaments metàl·lics,INDÚSTRIA,C. FOMENT núm. 55 Pis 2N Porta 3A,[ 08400 ],Granollers,Vallès Oriental,BARCELONA,3012,1,3012,1,1,0,1,0,0
B25482134,3839,"QUEVIURES CAL QUIM, SLL",27/08/2001,[ 513 ],"Comerç a l'engròs de productes alimentaris, begudes i tabac",SERVEIS,PL. CONSTITUCIÓ núm. 11,[ 25174 ],Sunyer,Segrià,LLEIDA,3024,126,24,1,1,0,1,0,0
B62599386,3842,"TRAMA CONSULTING, SLL",28/08/2001,[ 748 ],Activitats empresarials diverses,SERVEIS,AV. PEDRA DEL DIABLE núm. 23,[ 08150 ],Parets Del Vallès,Vallès Oriental,BARCELONA,3006,1,3006,1,1,0,1,0,0
B62624853,3843,"JOYERIA RELOJERIA LLOREDA, SLL",28/08/2001,[ 4777 ],Comerç al detall d'articles de rellotgeria i joieria en establiments especialitzats,SERVEIS,AV. LLOREDA núm. 43-45,[ 08917 ],Badalona,Barcelonès,BARCELONA,3006,1,3006,1,2,0,0,0,0
B62621396,3846,"CARPINTERIA J. LOPEZ-LLERONA, SLL",28/08/2001,[ 3109 ],Fabricació d'altres tipus de mobles,INDÚSTRIA,C. CATALUNYA núm. 19 Pis BAIXOS,[ 08520 ],"Franqueses Del Vallès, Les",Vallès Oriental,BARCELONA,3006,1,3006,2,0,0,1,0,0
B25482456,3847,"LO-FI ARTWORK, SLL",29/08/2001,[ 92341 ],"Sales de ball, discoteques i activitats similars",SERVEIS,C. CARME núm. 12,[ 25230 ],Mollerussa,Pla d'Urgell,LLEIDA,9600,100,96,2,0,1,0,0,0
B62626882,3848,"REMOLCS GRANOLLERS, SLL",29/08/2001,[ 50102 ],"Venda de camions, autobusos i similars",SERVEIS,AV. VILASSAR DE DALT núm. 10 Pis 1R Porta B,[ 08188 ],Vallromanes,Vallès Oriental,BARCELONA,3006,3,1002,1,1,1,0,0,0
B62628698,3849,"FORMULA UNO CHAFER, SLL",29/08/2001,[ 5610 ],Restaurants i establiments de menjars,SERVEIS,PL. DE LA DONA núm. S/N,[ 08914 ],Badalona,Barcelonès,BARCELONA,3006,1,3006,1,1,1,0,0,0
B62623764,3851,"PASAPAVO, SLL",29/08/2001,[ 4722 ],Comerç al detall de carn i productes carnis en establiments especialitzats,SERVEIS,C. OPORTO núm. 21 Pis BAIXOS,[ 08290 ],Cerdanyola Del Vallès,Vallès Occidental,BARCELONA,3006,3,1002,0,0,2,0,0,0
B62627369,3852,"MARTA MIRALLES, SLL",29/08/2001,[ 5227 ],Altres tipus de comerç al detall en establiments especialitzats en alimentació,SERVEIS,C. SALVADOR ALLENDE núm. 22 Pis ÀTIC Porta 2A,[ 08830 ],Sant Boi De Llobregat,Baix Llobregat,BARCELONA,3300,10,330,1,1,1,0,0,0
B62642053,3854,"SERVEIS EDUCATIUS I DEL LLEURE D'OSONA, SLL",31/08/2001,[ 80 ],Educació,SERVEIS,C. ENRIC DELARIS núm. 7,[ 08560 ],Manlleu,Osona,BARCELONA,3008,1,3008,3,1,0,0,0,0
B17674532,3856,"CARLOS A. & INSTALADORS, SLL",31/08/2001,[ 4322 ],"Lampisteria, instal·lacions de calefacció i aire condicionat",CONSTRUCCIÓ,C. LES SALINES núm. 28,[ 17469 ],Vilamalla,Alt Empordà,GIRONA,3030,1,3030,2,0,0,1,0,0
B25478983,3857,"MUNTATGES FREIXES, SLL",03/09/2001,[ 4399 ],Altres activitats especialitzades de la construcció ncaa,CONSTRUCCIÓ,pi.  Polígon GOLPARC Parcel·la 75,[ 25241 ],Golmés,Pla d'Urgell,LLEIDA,6000,100,60,2,0,1,0,0,0
B62601539,3858,"PROMOCIONES INMOBILIARIAS SALAMANDRA DE ORO, SLL",03/09/2001,[ 701 ],Activitats immobiliàries per compte propi,SERVEIS,C. SABINO DE ARANA núm. 28 Pis 8È Porta 2A,[ 08028 ],Barcelona,Barcelonès,BARCELONA,3100,10,310,2,1,1,0,0,0
B62567649,3860,"CONSTRUCCIONES Y REFORMAS OLIVARES-SANTANDER, SLL",06/09/2001,[ 4121 ],Construcció d'edificis residencials,CONSTRUCCIÓ,C. VALENCIA núm. 663 Pis 1R,[ 08026 ],Barcelona,Barcelonès,BARCELONA,3006,1,3006,3,0,0,0,0,0
B17677451,3861,"CAFETERIA LA PUNXA GIRONA, SLL",06/09/2001,[ 5610 ],Restaurants i establiments de menjars,SERVEIS,C. SANTA EUGÈNIA núm. 23,[ 17005 ],Girona,Gironès,GIRONA,3006,1,3006,1,1,0,1,0,0
B25477480,3866,"LLEIDATEL INFORMATICA I TELECOMUNICACIONS, SLL",07/09/2001,[ 74831 ],Activitats de secretaria i reprografia,SERVEIS,C. EDUARDO VELASCO núm. 6 Pis BAIXOS,[ 25001 ],Lleida,Segrià,LLEIDA,34500,1,34500,1,1,1,0,0,0
B62622626,3868,"GESTIO D'IMMOBLES DOMUS, SLL",10/09/2001,[ 701 ],Activitats immobiliàries per compte propi,SERVEIS,AV. ONZE DE SETEMBRE núm. 11,[ 08208 ],Sabadell,Vallès Occidental,BARCELONA,3006,1,3006,1,1,1,0,0,0
B62625645,3869,"CERRAJERIA Y PLANCHISTERIA J. E. MUÑOZ, SLL",10/09/2001,[ 2512 ],Fabricació de tancaments metàl·lics,INDÚSTRIA,C. PEGUERA núm. 18 E Pis 3R Porta 2A,[ 08207 ],Sabadell,Vallès Occidental,BARCELONA,3006,1,3006,2,0,0,2,0,0
B62642350,3871,"CONSTRUCCIONES METALICAS Y CERRAJERIA LUME, SLL",12/09/2001,[ 2512 ],Fabricació de tancaments metàl·lics,INDÚSTRIA,AV. PIEDRA DEL DIABLO núm. 1 Pis 1R Porta 1A,[ 08150 ],Parets Del Vallès,Vallès Oriental,BARCELONA,3010,1,3010,2,0,0,2,0,0
B62631502,3872,"VAN SAMANG & LUNA ASESORES, SLL",12/09/2001,[ 74141 ],Activitats d'assessorament en direcció i gestió empresarial,SERVEIS,AV. COLL DEL PORTELL núm. 51-53 Esc. B Pis ÀTIC Porta 3A,[ 08024 ],Barcelona,Barcelonès,BARCELONA,27044,1,27044,2,0,0,2,0,0
B62619671,3873,"ALUMOLINS, SLL",12/09/2001,[ 2512 ],Fabricació de tancaments metàl·lics,INDÚSTRIA,C. SANT ANTONI ABAD núm. 14 Pis BAIXOS,[ 08750 ],Molins De Rei,Baix Llobregat,BARCELONA,3060,34,90,2,0,0,1,0,0
B62620398,3875,"EDUMAR VIDEO, SLL",12/09/2001,[ 4754 ],Comerç al detall d'electrodomèstics en establiments especialitzats,SERVEIS,C. PILAR FRANQUET núm. 2 Pis TENDA,[ 08870 ],Sitges,Garraf,BARCELONA,3012,1,3012,1,1,0,2,0,0
B25482597,3877,"UNCLICK, SLL",12/09/2001,[ 52488 ],Altres tipus de comerç al detall,SERVEIS,C. Guillem de Benavent núm. 26,[ 25132 ],Benavent De Segrià,Segrià,LLEIDA,7200,24,300,1,1,1,0,0,0
B62636089,3879,"ARCAN CREDIT & SERVICES, SLL",12/09/2001,[ 74843 ],Altres activitats empresarials,SERVEIS,C. HORTA NOVELLA núm. 73,[ 08201 ],Sabadell,Vallès Occidental,BARCELONA,3006,1,3006,1,1,1,0,0,0
B62644117,3883,"RIOUCH CONSTRUCCIONS, SLL",14/09/2001,[ 45211 ],Construcció d'edificis,CONSTRUCCIÓ,C. VALENCIA núm. 553 Pis ENTL. Porta 1A,[ 08026 ],Barcelona,Barcelonès,BARCELONA,3006,1,3006,1,1,0,1,0,0
B62641899,3884,"ISIGUS, SLL",14/09/2001,[ 5510 ],Hotels i allotjaments similars,SERVEIS,CTRA. SANSON núm. 46 Pis BAIXOS,[ 08980 ],Sant Feliu De Llobregat,Baix Llobregat,BARCELONA,3006,6,501,2,0,0,1,0,0
B62647656,3888,"MOLIJOCS, SLL",14/09/2001,[ 92510 ],Activitats de biblioteques i arxius,SERVEIS,C. DR. BARRAQUER núm. 26 Pis BAIXOS,[ 08750 ],Molins De Rei,Baix Llobregat,BARCELONA,3006,3,1002,1,1,0,1,0,0
B62647268,3889,"SINERGIAS DE MARKETING, SLL",14/09/2001,[ 7311 ],Agències de publicitat,SERVEIS,C. TIRSO DE MOLINA núm. S/N,[ 08940 ],Cornellà De Llobregat,Baix Llobregat,BARCELONA,3006,1,3006,2,0,0,0,0,0
B62648019,3890,"PAPELERIA LABORSANZ, SLL",17/09/2001,[ 4762 ],Comerç al detall de periòdics i articles de papereria en establiments especialitzats,SERVEIS,AV. MERIDIANA núm. 172,[ 08026 ],Barcelona,Barcelonès,BARCELONA,3006,2,1503,1,1,0,1,0,0
B62650478,3892,"ESFERA PROYECTOS DE CONSTRUCCION INSTALACION Y REFORMA, SLL",17/09/2001,[ 45211 ],Construcció d'edificis,CONSTRUCCIÓ,"urb. CAN COLL C/BEETHOVEN, 4 núm. 4",[ 08757 ],Corbera De Llobregat,Baix Llobregat,BARCELONA,3006,1,3006,1,0,0,1,0,0
B17680364,3893,"MARIBEL ROCA GARCIA, SLL",17/09/2001,[ 9601 ],Rentatge i neteja de peces tèxtils i de pell,SERVEIS,C. L'AIGÜETA núm. 1-3 Bloc TORRE BISB Pis LOCAL Porta 12,[ 17100 ],"Bisbal D'Empordà, La",Baix Empordà,GIRONA,3009,1,3009,0,2,1,0,0,0
B62570817,3895,"JOQUIGEMI, SLL",17/09/2001,[ 4511 ],Venda d'automòbils i vehicles de motor lleuger,SERVEIS,C. MESTRE JOAN CORRALES núm. 78-82,[ 08950 ],Esplugues De Llobregat,Baix Llobregat,BARCELONA,24040,1,24040,2,2,0,0,0,0
B62647235,3897,"GERMANES CASALS VILARDAGA, SLL",18/09/2001,[ 4751 ],Comerç al detall de tèxtils en establiments especialitzats,SERVEIS,C. CARENA DE SANTA CREU núm. 11,[ 08519 ],Olost,Osona,BARCELONA,4419,1,4419,0,2,0,1,0,0
B62652615,3899,"CERVECERIA PAULA, SLL",19/09/2001,[ 5610 ],Restaurants i establiments de menjars,SERVEIS,C. ANCORA núm. 8 Pis BAIXOS,[ 08800 ],Vilanova I La Geltrú,Garraf,BARCELONA,3006,1,3006,1,1,0,1,0,0
B62606215,3902,"ALDOES, SLL",25/09/2001,[ 1419 ],Confecció d'altres tipus de peces de vestir i accessoris,INDÚSTRIA,C. VICENÇ BOU núm. 16 Pis BAIXOS,[ 08950 ],Esplugues De Llobregat,Baix Llobregat,BARCELONA,3006,1,3006,2,2,0,0,0,0
B62643085,3904,"V.V.V. PROYECTOS Y SERVICIOS CON INGENIO, SLL",26/09/2001,[ 7111 ],Serveis tècnics d'arquitectura,SERVEIS,C. VALLS D'ANDORRA núm. 6 Pis 2N Porta 6A,[ 08930 ],Sant Adrià De Besòs,Barcelonès,BARCELONA,3006,1,18030,2,1,1,1,0,0
B62651450,3905,"QUICK STOCK OFFICE, SLL",26/09/2001,[ 4651 ],"Comerç a l'engròs d'ordinadors, equips perifèrics i programes informàtics",SERVEIS,C. JAUME I núm. 120,[ 08100 ],Mollet Del Vallès,Vallès Oriental,BARCELONA,3600,1,100,1,1,1,1,0,0
B62604491,3906,"INTENSI, SLL",26/09/2001,[ 6209 ],Altres serveis relacionats amb les tecnologies de la informació,SERVEIS,PG. DE GALLIFA núm. S/N,[ 08250 ],Sant Joan De Vilatorrada,Bages,BARCELONA,3609,1,3609,2,0,1,0,0,0
B17677725,3909,"PUJOL SERRANO, SLL",27/09/2001,[ 6024 ],Transport de mercaderies per carretera,SERVEIS,urb. ORDENACIÓ DE RIELLS - C/ TUR núm. 220,[ 17404 ],Riells I Viabrea,Selva,GIRONA,3030,1,303,1,1,0,1,0,0
B62649561,3911,"AZIG-BIKE, SLL",27/09/2001,[ 29110 ],"Fabricació de motors i turbines, excepte els destinats a aeronaus, vehicles automòbils i ciclomotors",INDÚSTRIA,pi. BALENYÀ núm. 40 Polígon EL GELEC,[ 08551 ],Tona,Osona,BARCELONA,3006,1,3006,1,1,1,0,0,0
B62621560,3975,"CANDIL-ARDILA, SLL",29/10/2001,[ 551 ],Hotels,SERVEIS,C. FRANCESC MORAGAS núm. 21 Pis BAIXOS Porta LOC,[ 08922 ],Santa Coloma De Gramenet,Barcelonès,BARCELONA,3006,1,3006,1,1,0,1,0,0
B25482860,3915,"EXPLOTACIONS AGRíCOLES I RAMADERES GISPERT SOLE, SLL",01/10/2001,[ 0150 ],Producció agrícola combinada amb la producció ramadera,AGRICULTURA,C. LLEIDA núm. 23,[ 25110 ],Alpicat,Segrià,LLEIDA,3006,1,3006,1,1,0,1,0,0
B62685284,3917,"A.F. FLORMARTISANA 2001, SLL",01/10/2001,[ 5610 ],Restaurants i establiments de menjars,SERVEIS,C. CONSELL DE CENT núm. 71 Pis 3R Porta 1A,[ 08226 ],Terrassa,Vallès Occidental,BARCELONA,3006,1,3006,1,1,1,0,0,0
B62642111,3918,"INFORMATICA I COMUNICACIONS QUALITAT I SERVEI, SLL",01/10/2001,[ 52488 ],Altres tipus de comerç al detall,SERVEIS,C. LLORENS I BARBA núm. 63 C Pis BAIXOS,[ 08025 ],Barcelona,Barcelonès,BARCELONA,3009,1,3009,1,1,1,0,0,0
B17678533,3920,"MARBRES LES GAVARRES, SLL",02/10/2001,[ 2370 ],Indústria de la pedra ornamental i per a la construcció,INDÚSTRIA,pi. VULLPELLAC Polígon V 2 Parcel·la 17,[ 17110 ],Forallac,Baix Empordà,GIRONA,3006,1,25562,2,0,1,1,0,0
B62611165,3922,"TUNIFORK, SLL",02/10/2001,[ 7414 ],Consulta i assessorament sobre direcció i gestió empresarial,SERVEIS,C. ELCANO núm. 62,[ 08004 ],Barcelona,Barcelonès,BARCELONA,3006,1,3006,2,0,0,1,0,0
B43648153,3929,"GOCAMA 3000, SLL",08/10/2001,[ 5610 ],Restaurants i establiments de menjars,SERVEIS,RBLA. JAUME I núm. 23,[ 43850 ],Cambrils,Baix Camp,TARRAGONA,3006,1,3006,0,3,0,0,0,0
B62528401,3935,"EVOCLIMA, SLL",10/10/2001,[ 4322 ],"Lampisteria, instal·lacions de calefacció i aire condicionat",CONSTRUCCIÓ,C. MAGNOLIES núm. 14 Pis BAIXOS Porta 2A,[ 08950 ],Esplugues De Llobregat,Baix Llobregat,BARCELONA,3012,1,3012,2,0,0,1,0,0
B62649983,3939,"TALLERES METALICOS ALAN, SLL",15/10/2001,[ 2445 ],Producció d'altres metalls no ferris,INDÚSTRIA,pi. EDISON núm. 3 C Polígon BUFALVENT,[ 08240 ],Manresa,Bages,BARCELONA,3060,1,79200,2,1,0,0,0,0
B62651195,3943,"PANADERIA EL CAPRICHO, SLL",16/10/2001,[ 4724 ],"Comerç al detall de pa i productes de fleca, confiteria i pastisseria en establiments especialitzats",SERVEIS,C. DE LA CIÈNCIA núm. 8 Porta C,[ 08917 ],Badalona,Barcelonès,BARCELONA,3069,31,99,1,1,1,0,0,0
B62643473,3944,"INSTALACIONS VILAGOR, SLL",16/10/2001,[ 4322 ],"Lampisteria, instal·lacions de calefacció i aire condicionat",CONSTRUCCIÓ,C. FONT BARBUDA,[ 08790 ],Gelida,Alt Penedès,BARCELONA,3030,10,303,2,0,0,1,0,0
B62570668,3945,"SERVIAUTO GENCAB, SLL",16/10/2001,[ 50200 ],Manteniment i reparació de vehicles de motor,SERVEIS,AV. CORTS CATALANES núm. 545,[ 08930 ],Sant Adrià De Besòs,Barcelonès,BARCELONA,3010,1,3010,2,0,1,1,0,0
B62637798,3947,"SOFAS MERCEDES ROMAN, SLL",17/10/2001,[ 51475 ],Comerç a l'engròs d'altres articles d'ús domèstic,SERVEIS,C. VIA JULIA núm. 11 Pis 4T Porta 1A,[ 08206 ],Sabadell,Vallès Occidental,BARCELONA,3006,1,3006,1,1,1,0,0,0
B62655485,3948,"PINTURA I DECORACIO D'OSONA, SLL",17/10/2001,[ 4334 ],Pintura i vidrieria,CONSTRUCCIÓ,CTRA. DE SEVA núm. 12,[ 08553 ],Seva,Osona,BARCELONA,3020,10,302,2,0,0,2,0,0
B62651997,3949,"SORPE 2001, SLL",18/10/2001,[ 4110 ],Promoció immobiliària,CONSTRUCCIÓ,AV. PELEGRINI núm. 14,[ 08720 ],Vilafranca Del Penedès,Alt Penedès,BARCELONA,3120,10,312,3,0,0,0,0,0
B62644851,3950,"PELMANIA, SLL",18/10/2001,[ 4645 ],Comerç a l'engròs de perfumeria i cosmètica,SERVEIS,PTGE. SANT RAMON núm. 5 A,[ 08470 ],Sant Celoni,Vallès Oriental,BARCELONA,3006,1,3006,1,1,0,1,0,0
B62658240,3951,"AMBICAT CONSULTING, SLL",18/10/2001,[ 74204 ],Altres serveis tècnics,SERVEIS,AV. Bejar núm. 230,[ 08225 ],Terrassa,Vallès Occidental,BARCELONA,3030,10,303,1,2,0,0,0,0
B17684838,3958,"INTERIORS LLORET, SLL",22/10/2001,[ 45421 ],Instal·lacions de fusteria i matèries plàstiques,CONSTRUCCIÓ,AV. VILA DE BLANES núm. 137 Esc. C,[ 17310 ],Lloret De Mar,Selva,GIRONA,3024,9,336,1,1,2,0,0,0
B17682097,3959,"RECYCLING SYSTEM OLOT, SLL",22/10/2001,[ 52488 ],Altres tipus de comerç al detall,SERVEIS,PL. SANT ROC núm. 4,[ 17856 ],Castellfollit De La Roca,Garrotxa,GIRONA,3080,10,308,2,0,1,1,0,0
