CIF;Núm. inscripció;Nom societat;Data constitució;CCAE;Descripció CCAE;Sector;Adreça;CP;Municipi;Comarca;Província;Capital social inicial;Valor nom. Acc. Part.;Núm. total acc/part;Socis;Sòcies (dones);Socis no treballadors;Sòcies no treballadores (dones);Persones jurídiques privades;Persones jurídiques públiques;Year
B43849116;6328;AELAR GAUDI, SLL;2006-06-01;[ 5610 ];Restaurants i establiments de menjars;SERVEIS;C. BADALONA núm. 10 Pis 4T Porta 3A;[ 43202 ];Reus;Baix Camp;TARRAGONA;4500.0;1.0;4500;1;1;0;1;0;0;2023
B64166721;6327;TUBOLABAR, SLL;2006-06-01;[ 5610 ];Restaurants i establiments de menjars;SERVEIS;C. VICENÇ BOU núm. 16 Pis BAIXOS;[ 08950 ];Esplugues De Llobregat;Baix Llobregat;BARCELONA;3006.0;1.0;3006;2;1;0;0;0;0;2023
B64159767;6326;FAYMOHAN BARES, SLL;2006-06-01;[ 5610 ];Restaurants i establiments de menjars;SERVEIS;AV. FRANCESC MARIMON núm. 72 Pis BAIXOS;[ 08292 ];Esparreguera;Baix Llobregat;BARCELONA;18000.0;1.0;18000;2;0;1;0;0;0;2023
B64169089;6325;CARNES KABDANI, SLL;2006-06-01;[ 522 ];Comerç al detall d'aliments, begudes i tabac en establiments especialitzats;SERVEIS;C. METGE CARRERAS núm. 103 Pis LOCAL;[ 08640 ];Olesa De Montserrat;Baix Llobregat;BARCELONA;30000.0;1.0;30000;2;0;1;0;0;0;2023
B64169360;6323;GUAYAMIL TOT INSTALACIONS, SLL;2006-05-31;[ 4121 ];Construcció d'edificis residencials;CONSTRUCCIÓ;C. FELIU I CODINA núm. 6 Pis 2N;[ 08940 ];Cornellà De Llobregat;Baix Llobregat;BARCELONA;3006.0;1.0;3006;3;0;0;0;0;0;2023
B64161912;6321;COPA FASHION GROUP E&S, SLL;2006-05-30;[ 4641 ];Comerç a l'engròs de tèxtils;SERVEIS;RBLA. CATALANA núm. 75 Pis BAIXOS;[ 08903 ];Hospitalet De Llobregat, L';Barcelonès;BARCELONA;3006.0;1.0;3006;1;1;0;1;0;0;2023
B64151988;6320;TASMANIA COMUNICACIO GLOBAL, SLL;2006-05-30;[ 7414 ];Consulta i assessorament sobre direcció i gestió empresarial;SERVEIS;PL. ROGER DE LLURIA núm. 115 Pis PRAL Porta 1A;[ 08029 ];Barcelona;Barcelonès;BARCELONA;45000.0;1.0;45000;2;1;0;0;0;0;2023
B64072366;6319;SENIAE BANYS I CUINES, SLL;2006-05-30;[ 4690 ];Comerç a l'engròs no especialitzat;SERVEIS;C. LLEIDA núm. 43 Pis LOCAL;[ 08140 ];Caldes De Montbui;Vallès Oriental;BARCELONA;36000.0;1.0;36000;1;1;1;0;0;0;2023
B25596396;6317;PNEUMATICS I MANTENIMENTS DIONIS, SLL;2006-05-29;[ 4520 ];Manteniment i reparació de vehicles de motor;SERVEIS;AV. LES GARRIGUES núm. 75 Pis BAIXOS;[ 25001 ];Lleida;Segrià;LLEIDA;72000.0;10.0;7200;2;0;0;1;0;0;2023
B64119001;6316;ALUMINIS EIX MACIA, SLL;2006-05-29;[ 2512 ];Fabricació de tancaments metàl·lics;INDÚSTRIA;C. MORATIN núm. 60 Pis BAIXOS;[ 08206 ];Sabadell;Vallès Occidental;BARCELONA;6000.0;1.0;6000;2;0;0;1;0;0;2023
B64096589;6309;GROUP XXI GM2 PROTECH, SLL;2006-05-24;[ 4321 ];Instal·lacions elèctriques;CONSTRUCCIÓ;C. ALCALDE RAFAEL CARRERAS núm. 35 Esc. DRETA;[ 08304 ];Mataró;Maresme;BARCELONA;3009.0;1.0;3009;3;0;1;0;0;0;2023
B17890856;6307;INSTAL·LACIONS PRO-GI 4004, SLL;2006-05-18;[ 4321 ];Instal·lacions elèctriques;CONSTRUCCIÓ;C. ROSSELLÓ núm. 12 Pis BAIXOS;[ 17005 ];Girona;Gironès;GIRONA;52850.0;50.0;1057;3;0;0;1;0;0;2023
B64135379;6304;TANDA SCHWARMA, SLL;2006-05-12;[ 52272 ];Altres tipus de comerç al detall en establiments especialitzats en alimentació;SERVEIS;C. SANTA CATERINA núm. 39 Pis BAIXOS Porta LOC;[ 08700 ];Igualada;Anoia;BARCELONA;18000.0;1.0;18000;2;0;1;0;0;0;2023
B25601345;6303;6D YOU MODA LLEIDA, SLL;2006-05-11;[ 4771 ];Comerç al detall de peces de vestir en establiments especialitzats;SERVEIS;C. DEMOCRÀCIA núm. 11;[ 25007 ];Lleida;Segrià;LLEIDA;37800.0;1.0;37800;1;1;0;1;0;0;2023
B64117112;6302;FUSTERIA EBENISTERIA RIAL 2006, SLL;2006-05-11;[ 45421 ];Instal·lacions de fusteria i matèries plàstiques;CONSTRUCCIÓ;C. MILA I FONTANALS núm. 36 Porta B;[ 08205 ];Sabadell;Vallès Occidental;BARCELONA;36000.0;1.0;36000;2;0;1;1;0;0;2023
B17891276;6300;VIATGES DESTINS DEL MON, SLL;2006-05-04;[ 7912 ];Activitats dels operadors turístics;SERVEIS;C. SANTA CATERINA núm. 53 Pis 2N Porta A;[ 17257 ];Torroella De Montgrí;Baix Empordà;GIRONA;60300.0;1.0;60300;0;2;1;0;0;0;2023
B64121569;6299;GAÑMA RIPOLLET, SLL;2006-05-04;[ 5610 ];Restaurants i establiments de menjars;SERVEIS;C. MARAGALL núm. 26;[ 08291 ];Ripollet;Vallès Occidental;BARCELONA;3012.0;1.0;3012;2;0;1;2;0;0;2023
B64054299;6297;NABA ENTERPRISES, SLL;2006-05-04;[ 5610 ];Restaurants i establiments de menjars;SERVEIS;C. OLZINELLES núm. 10 Pis TENDA Porta 4;[ 08014 ];Barcelona;Barcelonès;BARCELONA;58200.0;1.0;5820;2;1;0;0;0;0;2023
B64079676;6292;GESTIO I SERVEIS INMONOVA SABADELL, SLL;2006-04-21;[ 6831 ];Agents de la propietat immobiliària;SERVEIS;C. BONAIGUA núm. 3;[ 08207 ];Sabadell;Vallès Occidental;BARCELONA;20000.0;1.0;20000;1;1;1;1;0;0;2023
B64087414;6291;INGENIERIA Y CLIMATIZACION TCR 2004, SLL;2006-04-21;[ 4322 ];Lampisteria, instal·lacions de calefacció i aire condicionat;CONSTRUCCIÓ;C. GANDESA núm. 8 Pis 4T Porta 1A;[ 08940 ];Cornellà De Llobregat;Baix Llobregat;BARCELONA;4200.0;1.0;4200;1;1;1;0;0;0;2023
B63707780;6290;LICERAS MARITIM, SLL;2006-04-19;[ 5610 ];Restaurants i establiments de menjars;SERVEIS;C. GALILEU núm. 1;[ 08915 ];Badalona;Barcelonès;BARCELONA;12000.0;1.0;12000;1;1;0;1;0;0;2023
B64087380;6289;NAOMAR BARCELONA 2005, SLL;2006-04-19;[ 3230 ];Fabricació d'articles d'esport;INDÚSTRIA;C. GRAN DE SANT ANDREU (PTGE. PAR núm. 467;[ 08030 ];Barcelona;Barcelonès;BARCELONA;42000.0;1.0;66000;1;1;1;0;0;0;2023
B64090855;6286;ECLIPSE DIGITAL, SLL;2006-04-12;[ 6202 ];Activitats de consultoria sobre tecnologies de la informació;SERVEIS;AV. TARRADELLAS núm. 104 Pis SOBREÀTIC Porta 1A;[ 08029 ];Barcelona;Barcelonès;BARCELONA;51000.0;100.0;510;2;0;1;0;0;0;2023
B64117690;6284;SABADELL PUBLICITAT, SLL;2006-04-11;[ 744 ];Publicitat;SERVEIS;C. VIA MASSAGUÉ núm. 10 Pis 2N;[ 08202 ];Sabadell;Vallès Occidental;BARCELONA;3090.0;1.0;3090;2;0;0;1;0;0;2023
B64109721;6282;SHEIVA MANIPULADOS, SLL;2006-04-10;[ 5224 ];Manipulació de mercaderies;SERVEIS;AV. CAN CANYAMERAS núm. 73;[ 08181 ];Sentmenat;Vallès Occidental;BARCELONA;3009.0;1.0;3009;0;2;0;1;0;0;2023
B64080583;6281;ESTRUCTURAS LEOCAT, SLL;2006-04-10;[ 4399 ];Altres activitats especialitzades de la construcció ncaa;CONSTRUCCIÓ;C. XALOC núm. S/N;[ 08330 ];Premià De Mar;Maresme;BARCELONA;84000.0;10.0;8400;2;2;0;0;0;0;2023
B43835826;6280;IVONNA CENTRE, SLL;2006-04-10;[ 51430 ];Comerç a l'engròs d'aparells electrodomèstics, de ràdio i de televisió;SERVEIS;AV. GENERALITAT núm. 92;[ 43500 ];Tortosa;Baix Ebre;TARRAGONA;5100.0;1.0;5100;1;1;0;1;0;0;2023
B64102783;6278;FLOTEMI RVT, SLL;2006-04-07;[ 4334 ];Pintura i vidrieria;CONSTRUCCIÓ;PG. DE LA ZONA FRANCA núm. 198 Pis 1R Porta 2A;[ 08038 ];Barcelona;Barcelonès;BARCELONA;3009.0;1.0;3009;1;1;0;1;0;0;2023
B64115306;6277;VETERBET, SLL;2006-04-06;[ 7500 ];Activitats veterinàries;SERVEIS;C. FREIXENEDA núm. 9-11 Pis LOCAL;[ 08459 ];Sant Antoni De Vilamajor;Vallès Oriental;BARCELONA;30750.0;1025.0;30;0;2;2;0;0;0;2023
B64018443;6273;TRANSPORTES RAMIENRIC PARRA, SLL;2006-04-03;[ 6024 ];Transport de mercaderies per carretera;SERVEIS;C. HISTORIADOR CARDÚS núm. 7 Pis 3R Porta 2A;[ 08266 ];Terrassa;Vallès Occidental;BARCELONA;3006.0;1.0;3006;2;0;0;1;0;0;2023
B63868285;6272;JUJOCOMU, SLL;2006-04-03;[ 5610 ];Restaurants i establiments de menjars;SERVEIS;C. MILÀ I FONTANALS núm. 20 Pis BAIXOS Porta 2A;[ 08922 ];Santa Coloma De Gramenet;Barcelonès;BARCELONA;54450.0;1.0;54450;2;0;0;1;0;0;2023
B64077183;6269;MARMOLES Y GRANITOS TOT PROFESIONAL, SLL;2006-03-30;[ 2370 ];Indústria de la pedra ornamental i per a la construcció;INDÚSTRIA;C. VALENCIA núm. 646 Pis ENTL Porta 1;[ 08026 ];Barcelona;Barcelonès;BARCELONA;57600.0;1.0;57600;2;0;1;0;0;0;2023
B17887571;6268;CAEXAN LA SELVA, SLL;2006-03-29;[ 452 ];Construcció general d'immobles i obres d'enginyeria civil;CONSTRUCCIÓ;C. JOSEP CARNER núm. 15 Pis 3R Porta 3A;[ 17300 ];Blanes;Selva;GIRONA;27000.0;100.0;270;3;0;0;0;0;0;2023
B43832781;6267;LLIBRERIA PAPERERIA SPORT, SLL;2006-03-28;[ 1812 ];Altres activitats d'impressió i arts gràfiques;INDÚSTRIA;AV. CARRASCO I FORMEGUERA núm. 9 Pis BAIXOS;[ 43110 ];Tarragona;Tarragonès;TARRAGONA;3200.0;1.0;60000;0;2;2;0;0;0;2023
B64104185;6262;E-MERCAT PRODUCTES ECOLOGICS, SLL;2006-03-21;[ 4729 ];Comerç al detall d'altres tipus de productes alimentaris en establiments especialitzats;SERVEIS;C. PORTUGAL núm. 4;[ 08027 ];Barcelona;Barcelonès;BARCELONA;3006.0;1002.0;3;1;1;1;0;0;0;2023
B64097611;6261;TORRENTS MARGARIT, SLL;2006-03-21;[ 4662 ];Comerç a l'engròs de màquines eina;SERVEIS;C. ZAMORA núm. 91-95 Pis 5È Porta 2A;[ 08018 ];Barcelona;Barcelonès;BARCELONA;73000.0;1.0;73000;4;0;0;0;0;0;2023
B43837061;6258;TALLERS MECATRUCKS, SLL;2006-03-17;[ 4520 ];Manteniment i reparació de vehicles de motor;SERVEIS;C. PRESIDENT TARRADELLES núm. 8-A;[ 43151 ];Pallaresos, Els;Tarragonès;TARRAGONA;57000.0;10.0;5700;2;1;0;0;0;0;2023
B64075096;6257;LA CUINA DEL PERRUQUER, SLL;2006-03-15;[ 9602 ];Perruqueria i altres tractaments de bellesa;SERVEIS;C. PETRARCA núm. 32-34 Pis BAIXOS 2N Porta A;[ 08031 ];Barcelona;Barcelonès;BARCELONA;72000.0;10.0;7200;1;2;0;1;0;0;2023
B64070501;6256;TRABAJO DIFICIL ACCESO, SLL;2006-03-15;[ 4121 ];Construcció d'edificis residencials;CONSTRUCCIÓ;C. PERVERA núm. 13;[ 08182 ];Sant Feliu De Codines;Vallès Oriental;BARCELONA;54000.0;1.0;54000;2;0;1;0;0;0;2023
B64054422;6255;ESTABLIMENTS CONGELATS CONTOLA, SLL;2006-03-15;[ 522 ];Comerç al detall d'aliments, begudes i tabac en establiments especialitzats;SERVEIS;C. ALFONS SALA núm. 149 Pis LOCAL Porta 3;[ 08202 ];Sabadell;Vallès Occidental;BARCELONA;55000.0;550.0;100;1;1;1;1;0;0;2023
B64080716;6253;AIDABERMAR, SLL;2006-03-14;[ 7912 ];Activitats dels operadors turístics;SERVEIS;C. BERENGUER III núm. 186;[ 08100 ];Mollet Del Vallès;Vallès Oriental;BARCELONA;60102.0;1.0;60102;1;1;0;1;0;0;2023
B64076995;6251;NUÑEZ Y DONAIRE, SERVICIOS DE RESTAURACION AGRUPADOS, SLL;2006-03-14;[ 5610 ];Restaurants i establiments de menjars;SERVEIS;C. DIPUTACIÓ núm. 289-291;[ 08009 ];Barcelona;Barcelonès;BARCELONA;36240.0;1.0;36240;2;0;0;1;0;0;2023
B63600373;6250;FERRELLATS GAMIZ-2007, SLL;2006-03-08;[ 4121 ];Construcció d'edificis residencials;CONSTRUCCIÓ;C. GUILLEM DE PALAFOLLS núm. 38 Pis 2N;[ 08380 ];Malgrat De Mar;Maresme;BARCELONA;61000.0;100.0;610;2;0;0;2;0;0;2023
B64059850;6249;FINCAS REIG 23, SLL;2006-03-08;[ 703 ];Activitats immobiliàries per compte d'altri;SERVEIS;C. CARDENAL REIG núm. 23 Pis 11È Porta 4A;[ 08028 ];Barcelona;Barcelonès;BARCELONA;10000.0;1.0;10000;3;0;0;0;0;0;2023
B43833532;6248;BOADUR ESTETIC, SLL;2006-03-02;[ 9602 ];Perruqueria i altres tractaments de bellesa;SERVEIS;C. GALCERAN DE PINOS núm. 14;[ 43480 ];Vila-Seca;Tarragonès;TARRAGONA;48000.0;1.0;48000;0;2;1;1;0;0;2023
B17875923;6246;RONARA ENCOFRATS I ESTRUCTURES, SLL;2006-03-02;[ 4399 ];Altres activitats especialitzades de la construcció ncaa;CONSTRUCCIÓ;C. ALAU núm. 3 Pis 2N Porta 1A;[ 17460 ];Celrà;Gironès;GIRONA;36000.0;100.0;360;3;0;0;0;0;0;2023
B64066848;6245;EL RACO DEL MENJAR, SLL;2006-02-28;[ 51382 ];Comerç a l'engròs d'altres productes alimentaris;SERVEIS;C. GIFRE EL PILÓS núm. 7 Pis LOCAL Porta 1;[ 08850 ];Gavà;Baix Llobregat;BARCELONA;45000.0;1.0;45000;1;1;0;1;0;0;2023
B64064728;6242;OLSEMAR-2005, SLL;2006-02-21;[ 4121 ];Construcció d'edificis residencials;CONSTRUCCIÓ;C. GARBÍ núm. 12;[ 08490 ];Tordera;Maresme;BARCELONA;66270.0;1.0;66270;2;0;0;1;0;0;2023
B64029267;6241;EUROPALARIAS, SLL;2006-02-21;[ 523 ];Comerç al detall de productes farmacèutics, articles mèdics, bellesa i higiene;SERVEIS;C. RIBOT I SERRA núm. 226 Pis LOCAL Porta 1;[ 08208 ];Sabadell;Vallès Occidental;BARCELONA;31800.0;1.0;31800;1;1;0;1;0;0;2023
B64015928;6239;CONDUCSTAR, SLL;2006-02-20;[ 4322 ];Lampisteria, instal·lacions de calefacció i aire condicionat;CONSTRUCCIÓ;C. MIQUEL RONCALI núm. 59 Pis 1R Porta 5A;[ 08940 ];Cornellà De Llobregat;Baix Llobregat;BARCELONA;3006.0;1.0;3006;2;0;0;1;0;0;2023
B64044100;6238;SOL ESPARREGUERA, SLL;2006-02-20;[ 9602 ];Perruqueria i altres tractaments de bellesa;SERVEIS;AV. FRANCESC MACIÀ núm. 121;[ 08292 ];Esparreguera;Baix Llobregat;BARCELONA;79500.0;100.0;795;1;2;0;1;0;0;2023
B64049331;6236;DOLÇ STIL, SLL;2006-02-20;[ 1071 ];Fabricació de pa i de productes de fleca i pastisseria frescos;INDÚSTRIA;C. VERGE DE FÀTIMA núm. 8;[ 08191 ];Rubí;Vallès Occidental;BARCELONA;50850.0;1.0;50850;1;1;1;0;0;0;2023
B64073380;6276;KETEVAN GURIA'S, SLL;2006-04-05;[ 4121 ];Construcció d'edificis residencials;CONSTRUCCIÓ;C. PINO núm. 22 Pis 1R;[ 08790 ];Gelida;Alt Penedès;BARCELONA;3300.0;1.0;3300;2;0;1;0;0;0;2023
B64021140;6235;LESOREL·LE 2005, SLL;2006-02-20;[ 4751 ];Comerç al detall de tèxtils en establiments especialitzats;SERVEIS;C. DE LES MONGES núm. 4 Pis BAIXOS Porta 1;[ 08913 ];Badalona;Barcelonès;BARCELONA;48000.0;10.0;4800;0;3;0;0;0;0;2023
B63976088;6234;DETALLS DE VIDA DOLÇA, SLL;2006-02-15;[ 4724 ];Comerç al detall de pa i productes de fleca, confiteria i pastisseria en establiments especialitzats;SERVEIS;C. JOVELLANOS núm. 38;[ 08201 ];Sabadell;Vallès Occidental;BARCELONA;3020.0;1.0;3020;2;1;0;1;0;0;2023
B63978027;6233;VIC CALZADOS, SLL;2006-02-15;[ 4772 ];Comerç al detall de calçat i articles de cuir en establiments especialitzats;SERVEIS;C. CONSELL DE CENT núm. 249;[ 08011 ];Barcelona;Barcelonès;BARCELONA;27000.0;1.0;27000;2;0;1;0;0;0;2023
B25593468;6232;ROSELLO SAROBE CONSULT, SLL;2006-02-15;[ 74141 ];Activitats d'assessorament en direcció i gestió empresarial;SERVEIS;AV. DEL CANAL núm. S/N;[ 25230 ];Mollerussa;Pla d'Urgell;LLEIDA;69600.0;100.0;696;1;1;1;0;0;0;2023
B63933477;6230;INDARRA2005, SLL;2006-02-13;[ 2512 ];Fabricació de tancaments metàl·lics;INDÚSTRIA;C. BOLIVIA núm. 340 Pis LOCAL Porta 32;[ 08019 ];Barcelona;Barcelonès;BARCELONA;43714.0;1.0;43714;2;0;2;0;0;0;2023
B25593922;6229;GORAS 2006, SLL;2006-02-10;[ 7911 ];Activitats de les agències de viatges;SERVEIS;C. BARÓ DE MAIALS núm. 50;[ 25005 ];Lleida;Segrià;LLEIDA;60102.0;1.0;60102;0;2;1;0;0;0;2023
B43828391;6228;JC ALFARA CONSTRUCCIONS, SLL;2006-02-09;[ 4121 ];Construcció d'edificis residencials;CONSTRUCCIÓ;C. BONAIRE núm. 17;[ 43528 ];Alfara De Carles;Baix Ebre;TARRAGONA;51580.0;10.0;5158;2;0;1;1;0;0;2023
B63976856;6227;SERVICIOS INTEGRALES ERICTV, SLL;2006-02-08;[ 6024 ];Transport de mercaderies per carretera;SERVEIS;C. JAUME RIBÓ núm. 27 Pis 1R Porta 2A;[ 08911 ];Badalona;Barcelonès;BARCELONA;3006.0;1.0;3006;1;1;0;1;0;0;2023
B17870155;6223;PORTELL-COSTEJA, SLL;2006-01-25;[ 55 ];Hoteleria;SERVEIS;C. BISBE SERRA núm. 58;[ 17800 ];Olot;Garrotxa;GIRONA;3200.0;100.0;32;2;0;2;0;0;0;2023
B63973093;6222;FINQUES EL CAU, SLL;2006-01-20;[ 6831 ];Agents de la propietat immobiliària;SERVEIS;PG. DE L'ESGLÈSIA núm. 1;[ 08630 ];Abrera;Baix Llobregat;BARCELONA;36000.0;1.0;36000;1;1;1;0;0;0;2023
B64029374;6220;IMPORTACIO EXPORTACIO I VENDAS SOLIDARIES, SLL;2006-01-19;[ 52488 ];Altres tipus de comerç al detall;SERVEIS;C. GRANIUS núm. 1 Pis LOCAL Porta 3;[ 08224 ];Terrassa;Vallès Occidental;BARCELONA;3012.0;1.0;3012;2;0;1;0;0;0;2023
B63950893;6219;HOSTELERIA CAN NADAL, SLL;2006-01-18;[ 5610 ];Restaurants i establiments de menjars;SERVEIS;C. CAMÍ CAN NADAL núm. 8;[ 08410 ];Vilanova Del Vallès;Vallès Oriental;BARCELONA;36000.0;10.0;3600;1;1;1;1;0;0;2023
B64012305;6218;DISEÑO DE EXPOSITORES, FADIEX, SLL;2006-01-17;[ 2229 ];Fabricació d'altres productes de matèries plàstiques;INDÚSTRIA;pi. AV. MOLLET núm. S/N Polígon LES MINETES Nau 2;[ 08130 ];Santa Perpètua De Mogoda;Vallès Occidental;BARCELONA;42840.0;1428.0;30;3;0;0;0;0;0;2023
B64013659;6216;DISTRIBUCIONS J. LLEONART, SLL;2006-01-12;[ 1013 ];Elaboració de productes carnis i de volateria;INDÚSTRIA;C. VENDRELL núm. 47 Nau A;[ 08227 ];Terrassa;Vallès Occidental;BARCELONA;72003.0;1.0;72003;3;2;0;2;0;0;2023
B63949937;6215;AGENCIA D'ASSEGURANCES KADEM, SLL;2006-01-12;[ 6622 ];Activitats d'agents i corredors d'assegurances;SERVEIS;C. CALASSANÇ MARQUÈS núm. 19;[ 08303 ];Mataró;Maresme;BARCELONA;36000.0;100.0;360;2;0;1;0;0;0;2023
A63176374;6213;JUNCADELLA COLORS, SAL;2006-01-11;[ 1330 ];Acabament de tèxtils;INDÚSTRIA;C. MIQUEL SERVET núm. 43 Polígon BUFALVENT Nau 8;[ 08240 ];Manresa;Bages;BARCELONA;60200.0;100.0;602;1;1;2;0;0;0;2023
B17865601;6212;MARBRES TRAMUNTANA, SLL;2006-01-11;[ 2399 ];Fabricació d'altres productes minerals no metàl·lics ncaa;INDÚSTRIA;pi.  Polígon RUTLLA ALTA Nau 10-BIS;[ 17230 ];Palamós;Baix Empordà;GIRONA;3009.0;1.0;3009;2;0;0;1;0;0;2023
B63870844;6209;NETLAB MARKETING CONSULTING, SAL;2006-01-10;[ 4618 ];Intermediaris del comerç especialitzat en la venda d'altres productes;SERVEIS;C. PRAT DE LA RIBA núm. 114 Pis 4T Porta 3A;[ 08840 ];Viladecans;Baix Llobregat;BARCELONA;83580.0;10.0;8358;1;1;1;0;0;0;2023
B64013592;6207;BADAKLKS PRINT, SLL;2006-01-05;[ 2561 ];Tractament i revestiment de metalls;INDÚSTRIA;pi. DEL VAPOR núm. 4 Polígon LES GUIXERES;[ 08915 ];Badalona;Barcelonès;BARCELONA;52500.0;10.0;5250;2;0;1;0;0;0;2023
B64007032;6204;CREACIONS INTIMES THEX, SLL;2006-01-03;[ 1320 ];Fabricació de teixits tèxtils;INDÚSTRIA;C. SANLLEHÍ I BOSCH núm. 48 Polígon CAN PATALINA;[ 08380 ];Malgrat De Mar;Maresme;BARCELONA;3015.0;1.0;47994;4;0;0;0;0;0;2023
B64006992;6203;EDIAN INTIM, SLL;2005-12-29;[ 1320 ];Fabricació de teixits tèxtils;INDÚSTRIA;C. SANLLEHÍ I BOSCH núm. 50 Polígon CAN PATALINA;[ 08380 ];Malgrat De Mar;Maresme;BARCELONA;3015.0;1.0;51542;2;0;1;1;0;0;2023
B63986202;6201;VEOSYSTEM SOLUTIONS, SLL;2005-12-22;[ 6209 ];Altres serveis relacionats amb les tecnologies de la informació;SERVEIS;urb. LES COLINES - C/ CEL núm. 34;[ 08810 ];Olivella;Garraf;BARCELONA;45000.0;1.0;45000;2;0;3;3;0;0;2023
B63973788;6199;ESTUDIOS PROINSTAL, SLL;2005-12-22;[ 516 ];Comerç a l'engròs de maquinària i equips;SERVEIS;C. VERGE DE MONTSERRAT núm. 39 Pis ÀTIC Porta A;[ 08820 ];Prat De Llobregat, El;Baix Llobregat;BARCELONA;27000.0;100.0;270;2;1;0;0;0;0;2023
B64002397;6195;CASTILLO TORRES-ROMERA GIMENEZ, SLL;2005-12-16;[ 7731 ];Lloguer de maquinària i equips agraris;SERVEIS;AV. TORREBLANCA núm. 26 Pis 1R Porta 4A;[ 08970 ];Sant Joan Despí;Baix Llobregat;BARCELONA;36000.0;100.0;360;2;0;0;1;0;0;2023
B63958078;6194;AUTEX-INT, SLL;2005-12-15;[ 2894 ];Fabricació de maquinària per a les indústries tèxtils, de la confecció i del cuir;INDÚSTRIA;C. CAN NEGOCI núm. 18 Polígon CAN NEGOCI Nau 4;[ 08310 ];Argentona;Maresme;BARCELONA;94873.0;1.0;94873;5;0;0;0;0;0;2023
B17857855;6193;INSTAL-PROJECT 2005, SLL;2005-12-14;[ 4322 ];Lampisteria, instal·lacions de calefacció i aire condicionat;CONSTRUCCIÓ;C. JULIÀ DE CHIA núm. 4 Pis BAIXOS;[ 17004 ];Girona;Gironès;GIRONA;81600.0;100.0;816;3;0;0;0;0;0;2023
B43806173;6190;PILI-IVAN 2005, SLL;2005-12-12;[ 5610 ];Restaurants i establiments de menjars;SERVEIS;C. DEL CARME núm. 10 Pis BAIXOS Porta DRE;[ 43820 ];Calafell;Baix Penedès;TARRAGONA;30000.0;5.0;6000;1;2;0;0;0;0;2023
B63995054;6187;CAFETERIA LA MAGRANA, SLL;2005-12-07;[ 5610 ];Restaurants i establiments de menjars;SERVEIS;AV. POMPEU FABRA núm. 15;[ 08570 ];Torelló;Osona;BARCELONA;42000.0;10.0;4200;0;2;2;0;0;0;2023
A63991061;6186;CLARCAT CONSULTING, SAL;2005-12-07;[ 72210 ];Edició de programes informàtics;SERVEIS;C. RIERA CAN TODA núm. 28-32 Pis BAIXOS Porta LOC;[ 08024 ];Barcelona;Barcelonès;BARCELONA;65000.0;10.0;6500;2;0;1;2;0;0;2023
B63937627;6184;DIALOGUE MARKETING FUNDRAISING 3ER SECTOR, SLL;2005-12-05;[ 7021 ];Relacions públiques i comunicació;SERVEIS;CTRA. DE MARTORELL núm. 95 Pis LOCAL Porta 6;[ 08024 ];Terrassa;Vallès Occidental;BARCELONA;3010.0;1.0;3010;2;1;1;0;0;0;2023
